"Japanese","English"
"//Text $1B1838
#WRITE(ptr,$18EA14)
無敵を誇った弓兵が使用していた、[LINE]
と言われる弓の小型版。[LINE]
別名「狂戦士の弓」小型版。[END]
","//Text $1B1838
#WRITE(ptr,$18EA14)
A smaller version of ""The Madman's Bow.""[LINE]
The originals were owned by archers who[LINE]
claimied to be invincible.[END]
"
"//Text $1B1820
#WRITE(ptr,$18EA4C)
[Sign_Sword]グリムアロー[END]
","//Text $1B1820
#WRITE(ptr,$18EA4C)
[Sign_Sword]Grimm Bow[END]
"
"//Text $1B17D0
#WRITE(ptr,$18EA50)
伝説に登場する幻想の力を秘めた[LINE]
小型弓。口伝を書物にまとめた[LINE]
兄弟の名を冠する。[END]
","//Text $1B17D0
#WRITE(ptr,$18EA50)
An small bow named after two Brothers.[LINE]
Its power of illusion may make you feel[LINE]
like you are the huntsman himself.[END]
"
"//Text $1B17B0
#WRITE(ptr,$18EA88)
[Sign_Sword]スカーレットニードル[END]
","//Text $1B17B0
#WRITE(ptr,$18EA88)
[Sign_Sword]Scarlet Needle[END]
"
"//Text $1B1750
#WRITE(ptr,$18EA8C)
情熱的で美しい女戦士が愛用して[LINE]
いた弓の小型版。針の穴をも通す[LINE]
ことから、この名がつけられた。[END]
","//Text $1B1750
#WRITE(ptr,$18EA8C)
A smaller bow used by passionate and[LINE]
beautiful female warriors. Its precision[LINE]
could thread a needle.[END]
"
"//Text $1B1738
#WRITE(ptr,$18EAC4)
[Sign_Sword]ストライクイーグル[END]
","//Text $1B1738
#WRITE(ptr,$18EAC4)
[Sign_Sword]Strike Eagle[END]
"
"//Text $1B1700
#WRITE(ptr,$18EAC8)
必殺必中。稲妻のような速さで[LINE]
狙った獲物を貫く小型弓。[LINE]
[END]
","//Text $1B1700
#WRITE(ptr,$18EAC8)
What a deadly shot! This small bow [LINE]
fires arrows at lightning speed![LINE]
[END]
"
"//Text $1B16E8
#WRITE(ptr,$18EB00)
[Sign_Sword]ソウルスティール[END]
","//Text $1B16E8
#WRITE(ptr,$18EB00)
[Sign_Sword]Soulsteal[END]
"
"//Text $1B16A0
#WRITE(ptr,$18EB04)
この弓で射抜いた者の魂を吸い上げ[LINE]
所有者の力にすると言われている。[LINE]
[END]
","//Text $1B16A0
#WRITE(ptr,$18EB04)
A diabolical weapon that turns[LINE]
the souls of those it slays into[LINE]
power for its wielder.[LINE]
[END]
"
"//Text $1B1680
#WRITE(ptr,$18EB3C)
[Sign_Sword]セレスティアルスター[END]
","//Text $1B1680
#WRITE(ptr,$18EB3C)
[Sign_Sword]Celestial Star[END]
"
"//Text $1B1630
#WRITE(ptr,$18EB40)
遥か昔に落ちた隕石から作られた[LINE]
小型弓。その素材の成分は[LINE]
解明されていない。[END]
","//Text $1B1630
#WRITE(ptr,$18EB40)
A small bow made from an ancient[LINE]
meteorite. Its unique craftsmanship[LINE]
baffles tradesmen to this day.[END]
"
"//Text $1B1610
#WRITE(ptr,$18EB78)
[Sign_Sword]フォーチューンアロー[END]
","//Text $1B1610
#WRITE(ptr,$18EB78)
[Sign_Sword]Fortune Bow[END]
"
"//Text $1B15B8
#WRITE(ptr,$18EB7C)
運命を意味する小型弓。[LINE]
手にした者の望む運命を呼び寄せる。[LINE]
選ばれた者のみが手にできる。[END]
","//Text $1B15B8
#WRITE(ptr,$18EB7C)
A small bow that symbolizes destiny. Those[LINE]
who use it can bend fate to their will. Only[LINE]
those who are worthy may wield it.[END]
"
"//Text $1B15A8
#WRITE(ptr,$18EBB4)
[Sign_Sword]きゅうり[END]
","//Text $1B15A8
#WRITE(ptr,$18EBB4)
[Sign_Sword]Cucumber[END]
"
"//Text $1B1558
#WRITE(ptr,$18EBB8)
いぼがチクチクするものほど新鮮な証。[LINE]
未熟なうちに収穫するのがポイント。[LINE]
[END]
","//Text $1B1558
#WRITE(ptr,$18EBB8)
The more prickly the warts, the more[LINE]
fresh they are. The key is to harvest[LINE]
them while they are still immature.[END]

"
"//Text $1B1540
#WRITE(ptr,$18EBF0)
[Sign_Sword]アイアンナックル[END]
","//Text $1B1540
#WRITE(ptr,$18EBF0)
[Sign_Sword]Iron Knuckle[END]
"
"//Text $1B1510
#WRITE(ptr,$18EBF4)
さまざまな構造物に使われる[LINE]
鉄製のナックル。[LINE]
[END]
","//Text $1B1510
#WRITE(ptr,$18EBF4)
Knuckles made of iron.[LINE]
[LINE]
[END]
"
"//Text $1B14F8
#WRITE(ptr,$18EC2C)
[Sign_Sword]チタンナックル[END]
","//Text $1B14F8
#WRITE(ptr,$18EC2C)
[Sign_Sword]Titanium Knuckle[END]
"
"//Text $1B14C8
#WRITE(ptr,$18EC30)
さまざまな用途に使われる[LINE]
チタン製のナックル。[LINE]
[END]
","//Text $1B14C8
#WRITE(ptr,$18EC30)
Knuckles made of titanium.[LINE]
They are very versatile.[LINE]
[END]
"
"//Text $1B14B0
#WRITE(ptr,$18EC68)
[Sign_Sword]シルバーナックル[END]
","//Text $1B14B0
#WRITE(ptr,$18EC68)
[Sign_Sword]Silver Knuckle[END]
"
"//Text $1B1478
#WRITE(ptr,$18EC6C)
銀細工で装飾されたナックル。[LINE]
白い輝きが美しい。[LINE]
[END]
","//Text $1B1478
#WRITE(ptr,$18EC6C)
Knuckles decorated with silver.[LINE]
Reminiscent of a pure white glove.[LINE]
[END]
"
"//Text $1B1460
#WRITE(ptr,$18ECA4)
[Sign_Sword]ゴールドナックル[END]
","//Text $1B1460
#WRITE(ptr,$18ECA4)
[Sign_Sword]Gold Knuckle[END]
"
"//Text $1B1428
#WRITE(ptr,$18ECA8)
金をふんだんに混ぜて作られた。[LINE]
別名「豪華な拳」。[LINE]
[END]
","//Text $1B1428
#WRITE(ptr,$18ECA8)
Knuckles made with a large portion of gold.[LINE]
They are also known as ""The Fabulous Fists.""[LINE]
[END]
"
"//Text $1B1410
#WRITE(ptr,$18ECE0)
[Sign_Sword]ミスリルナックル[END]
","//Text $1B1410
#WRITE(ptr,$18ECE0)
[Sign_Sword]Mithril Knuckle[END]
"
"//Text $1B13D0
#WRITE(ptr,$18ECE4)
ミスリルを用いて鍛え上げた。[LINE]
ドワーフ族の芸術作品といわれる。[LINE]
[END]
","//Text $1B13D0
#WRITE(ptr,$18ECE4)
Weaved out of the finest mithril,[LINE]
these knuckles are works of art[LINE]
created by dwarven craftsmen.[END]
"
"//Text $1B13B8
#WRITE(ptr,$18ED1C)
[Sign_Sword]パワーナックル[END]
","//Text $1B13B8
#WRITE(ptr,$18ED1C)
[Sign_Sword]Power Knuckle[END]
"
"//Text $1B1378
#WRITE(ptr,$18ED20)
拳の部分を厚く強化したナックル。[LINE]
素の拳より３割増で強くなる。[LINE]
[END]
","//Text $1B1378
#WRITE(ptr,$18ED20)
These reinforced knuckles are 30%[LINE]
more durable than your bare fists![LINE]
[END]
"
"//Text $1B1360
#WRITE(ptr,$18ED58)
[Sign_Sword]ニードルナックル[END]
","//Text $1B1360
#WRITE(ptr,$18ED58)
[Sign_Sword]Needle Knuckle[END]
"
"//Text $1B1308
#WRITE(ptr,$18ED5C)
殴るより刺すことに重点を置いた[LINE]
ナックル。針の分リーチが長いので[LINE]
大振りな人にお勧め。[END]
","//Text $1B1308
#WRITE(ptr,$18ED5C)
Knuckles focused on stabbing rather than[LINE]
punching. The length of the needles makes[LINE]
it better for people with large swings.[END]
"
"//Text $1B12F0
#WRITE(ptr,$18ED94)
[Sign_Sword]ダイヤナックル[END]
","//Text $1B12F0
#WRITE(ptr,$18ED94)
[Sign_Sword]Diamond Knuckle[END]
"
"//Text $1B12A0
#WRITE(ptr,$18ED98)
ダイヤを磨き刃にした美しい[LINE]
ナックル。鋭くて硬いため、[LINE]
とてつもなく痛い。[END]
","//Text $1B12A0
#WRITE(ptr,$18ED98)
Beautiful knuckles with diamond polished[LINE]
blades. Sharp, hard, and hurts like hell![LINE]
[END]
"
"//Text $1B1288
#WRITE(ptr,$18EDD0)
[Sign_Sword]レアナックル[END]
","//Text $1B1288
#WRITE(ptr,$18EDD0)
[Sign_Sword]Rare Knuckle[END]
"
"//Text $1B1228
#WRITE(ptr,$18EDD4)
名工ギースの魂がこもった[LINE]
無二の傑作。きわめて希少価値が[LINE]
高く、戦士たちの憧れのナックル。[END]
","//Text $1B1228
#WRITE(ptr,$18EDD4)
An unparalleled masterpiece that contains[LINE]
the soul of Giese, a master craftsman.[LINE]
An irreplaceable treasure to any warrior.[END]
"
"//Text $1B1210
#WRITE(ptr,$18EE0C)
[Sign_Sword]ベアナックル[END]
","//Text $1B1210
#WRITE(ptr,$18EE0C)
[Sign_Sword]Bear Knuckle[END]
"
"//Text $1B11C8
#WRITE(ptr,$18EE10)
熊の手を模したナックル。[LINE]
使用されている獣毛は本物で、[LINE]
ちょっと臭い。[END]
","//Text $1B11C8
#WRITE(ptr,$18EE10)
Ready to fight bear handed?[LINE]
The fur is from an actual bear![LINE]
It's a bit smelly...[END]
"
"//Text $1B11B0
#WRITE(ptr,$18EE48)
[Sign_Sword]ドラゴンナックル[END]
","//Text $1B11B0
#WRITE(ptr,$18EE48)
[Sign_Sword]Dragon Knuckle[END]
"
"//Text $1B1150
#WRITE(ptr,$18EE4C)
アクアヴェイルの伝説に登場する、[LINE]
ドラゴンをイメージしたナックル。[LINE]
鉤爪があり、引掻くのも有効。[END]
","//Text $1B1150
#WRITE(ptr,$18EE4C)
Knuckles made in the image of a dragon[LINE]
from Aquaveil legends. It will bite into[LINE]
and tear apart your opponents.[END]
"
"//Text $1B1138
#WRITE(ptr,$18EE84)
[Sign_Sword]カイザーナックル[END]
","//Text $1B1138
#WRITE(ptr,$18EE84)
[Sign_Sword]Kaiser Knuckle[END]
"
"//Text $1B10F0
#WRITE(ptr,$18EE88)
初代チャンピオンが愛用していたと[LINE]
言われている由緒あるナックル。[LINE]
[END]
","//Text $1B10F0
#WRITE(ptr,$18EE88)
Venerable knuckles that were said to[LINE]
have been used by the first champion.[LINE]
[END]
"
"//Text $1B10D8
#WRITE(ptr,$18EEC0)
[Sign_Sword]グリムナックル[END]
","//Text $1B10D8
#WRITE(ptr,$18EEC0)
[Sign_Sword]Grimm Knuckle[END]
"
"//Text $1B1080
#WRITE(ptr,$18EEC4)
伝説に登場する幻想の力を秘めた[LINE]
ナックル。口伝を書物にまとめた[LINE]
兄弟の名を冠する。[END]
","//Text $1B1080
#WRITE(ptr,$18EEC4)
Knuckles with the power of illusions.[LINE]
It bears the name of two brothers[LINE]
who transcribed many legends.[END]
"
"//Text $1B1070
#WRITE(ptr,$18EEFC)
[Sign_Sword]ヴェノム[END]
","//Text $1B1070
#WRITE(ptr,$18EEFC)
[Sign_Sword]Venom[END]
"
"//Text $1B1018
#WRITE(ptr,$18EF00)
悪意を意味するナックル。[LINE]
角で切り裂き、毒を注いで敵の[LINE]
動きを麻痺させる凶悪な武器。[END]
","//Text $1B1018
#WRITE(ptr,$18EF00)
Knuckles of pure malice. This weapon[LINE]
tears flesh with its horns, then pours in[LINE]
a paralyzing poison.[END]
"
"//Text $1B1000
#WRITE(ptr,$18EF38)
[Sign_Sword]ウィズティース[END]
","//Text $1B1000
#WRITE(ptr,$18EF38)
[Sign_Sword]Ivory Fang[END]
"
"//Text $1B0FA8
#WRITE(ptr,$18EF3C)
どこで殴っても敵に致命傷を[LINE]
与える恐ろしいナックル。[LINE]
「威力組織」の意味を有する。[END]
","//Text $1B0FA8
#WRITE(ptr,$18EF3C)
Terrifying knuckles that will deal a lethal[LINE]
blow no matter where they hit. It's name[LINE]
means ""A Powerful Organization.""[END]
"
"//Text $1B0F90
#WRITE(ptr,$18EF74)
[Sign_Sword]ゴッドウェポン[END]
","//Text $1B0F90
#WRITE(ptr,$18EF74)
[Sign_Sword]God Weapon[END]
"
"//Text $1B0F50
#WRITE(ptr,$18EF78)
神の兵器と名付けられたナックル。[LINE]
輝く拳は全ての悪を打ち砕く。[LINE]
[END]
","//Text $1B0F50
#WRITE(ptr,$18EF78)
Knuckles that are akin to God's wrath.[LINE]
These shining fists crush all evil.[LINE]
[END]
"
"//Text $1B0F38
#WRITE(ptr,$18EFB0)
[Sign_Sword]ウォルトナックル[END]
","//Text $1B0F38
#WRITE(ptr,$18EFB0)
[Sign_Sword]Volt Knuckle[END]
"
"//Text $1B0EE0
#WRITE(ptr,$18EFB4)
世界を意味するナックル。[LINE]
望めば世界を牛耳る力を得る。[LINE]
選ばれた者のみが手にできる。[END]
","//Text $1B0EE0
#WRITE(ptr,$18EFB4)
These knuckles represent the world. With[LINE]
their power, you could conquer all. Only[LINE]
the mightiest of men can wield them.[END]
"
"//Text $1B0ED0
#WRITE(ptr,$18EFEC)
[Sign_Sword]マンドリン[END]
","//Text $1B0ED0
#WRITE(ptr,$18EFEC)
[Sign_Sword]Mandolin[END]
"
"//Text $1B0E90
#WRITE(ptr,$18EFF0)
撥弦楽器のひとつ。[LINE]
鼈甲やセルロイド製の爪で弾いて[LINE]
演奏する。[END]
","//Text $1B0E90
#WRITE(ptr,$18EFF0)
An offshoot of the lute. Its stings[LINE]
are plucked with a pick made of a[LINE]
tortoiseshell.[END]
"
"//Text $1B0E80
#WRITE(ptr,$18F028)
[Sign_Sword]琵琶[END]
","//Text $1B0E80
#WRITE(ptr,$18F028)
[Sign_Sword]Biwa[END]
"
"//Text $1B0E30
#WRITE(ptr,$18F02C)
口琴の一種。[LINE]
アクアヴェイルで流行した楽器。[LINE]
針のような鉄を指で弾いて鳴らす。[END]
","//Text $1B0E30
#WRITE(ptr,$18F02C)
An instrument popularized in Aquaveil. It[LINE]
is usually plucked with a bachi instead of[LINE]
fingers and is often used when storytelling.[END]
"
"//Text $1B0E20
#WRITE(ptr,$18F064)
[Sign_Sword]リュート[END]
","//Text $1B0E20
#WRITE(ptr,$18F064)
[Sign_Sword]Lute[END]
"
"//Text $1B0DE0
#WRITE(ptr,$18F068)
撥弦楽器のひとつ。[LINE]
二本一組みに張られた[LINE]
多数の弦をもつ。[END]
","//Text $1B0DE0
#WRITE(ptr,$18F068)
The instrument of a Bard.[LINE]
It has many strings that[LINE]
are strung in pairs.[END]
"
"//Text $1B0DD0
#WRITE(ptr,$18F0A0)
[Sign_Sword]ギター[END]
","//Text $1B0DD0
#WRITE(ptr,$18F0A0)
[Sign_Sword]Guitar[END]
"
"//Text $1B0D80
#WRITE(ptr,$18F0A4)
撥弦楽器のひとつ。[LINE]
左手の指で弦を押さえて音程を調え、[LINE]
爪やピックで弦を弾く。[END]
","//Text $1B0D80
#WRITE(ptr,$18F0A4)
The instruments of stars.[LINE]
You press down the strings[LINE]
and pluck them with a pick.[END]
"
"//Text $1B0D70
#WRITE(ptr,$18F0DC)
[Sign_Sword]三味線[END]
","//Text $1B0D70
#WRITE(ptr,$18F0DC)
[Sign_Sword]Shamisen[END]
"
"//Text $1B0D28
#WRITE(ptr,$18F0E0)
撥弦楽器のひとつ。[LINE]
棹に貼った三弦を撥を用いて奏する。[LINE]
ぺんぺん。[END]
","//Text $1B0D28
#WRITE(ptr,$18F0E0)
A string instrument originally from Aquaveil.[LINE]
Its three strings are plucked with a plectrum.[LINE]
Peng! Peng![END]
"
"//Text $1B0D08
#WRITE(ptr,$18F118)
[Sign_Sword]インフィニティギター[END]
","//Text $1B0D08
#WRITE(ptr,$18F118)
[Sign_Sword]Infinity Guitar[END]
"
"//Text $1B0CB0
#WRITE(ptr,$18F11C)
無限を意味するギター。[LINE]
その音色は銀河の彼方まで届く。[LINE]
選ばれた者のみが手にできる。[END]
","//Text $1B0CB0
#WRITE(ptr,$18F11C)
A guitar of infinite potential. Its tone[LINE]
reaches the depths of space. It can[LINE]
only be wielded by the chosen one.[END]
"
"//Text $1B0C98
#WRITE(ptr,$18F154)
[Sign_Sword]とうもろこし[END]
","//Text $1B0C98
#WRITE(ptr,$18F154)
[Sign_Sword]Corn[END]
"
"//Text $1B0C50
#WRITE(ptr,$18F158)
実に含まれる糖分が多い[LINE]
とうもろこし。[LINE]
新鮮なうちに食べるほど甘い。[END]
","//Text $1B0C50
#WRITE(ptr,$18F158)
Corn with high sugar content in the kernels.[LINE]
The fresher it is, the sweeter it is.[LINE]
[END]
"
"//Text $1B0C40
#WRITE(ptr,$18F190)
[Sign_Sword]鉄のおたま[END]
","//Text $1B0C40
#WRITE(ptr,$18F190)
[Sign_Sword]Iron Ladle[END]
"
"//Text $1B0BF8
#WRITE(ptr,$18F194)
どこの家庭にもある一般的なおたま。[LINE]
叩かれたらそれなりに痛いです。[LINE]
[END]
","//Text $1B0BF8
#WRITE(ptr,$18F194)
A common ladle found in every home.[LINE]
A standard for corporal punishment.[LINE]
[END]
"
"//Text $1B0BE8
#WRITE(ptr,$18F1CC)
[Sign_Sword]銅のおたま[END]
","//Text $1B0BE8
#WRITE(ptr,$18F1CC)
[Sign_Sword]Copper Ladle[END]
"
"//Text $1B0BA8
#WRITE(ptr,$18F1D0)
ちょっと高価な銅製のおたま。[LINE]
銅は熱伝導率が高いのですが……[LINE]
[END]
","//Text $1B0BA8
#WRITE(ptr,$18F1D0)
A rather expensive copper ladle. Wait,[LINE]
doesn't copper conduct a lot of heat?[LINE]
[END]
"
"//Text $1B0B98
#WRITE(ptr,$18F208)
[Sign_Sword]銀のおたま[END]
","//Text $1B0B98
#WRITE(ptr,$18F208)
[Sign_Sword]Silver Ladle[END]
"
"//Text $1B0B60
#WRITE(ptr,$18F20C)
珍しい銀製のおたま。[LINE]
銀製品はこまめなお手入れが肝心！[LINE]
[END]
","//Text $1B0B60
#WRITE(ptr,$18F20C)
A rare Silver Ladle. Make sure to[LINE]
take care of your silverware![LINE]
[END]
"
"//Text $1B0B50
#WRITE(ptr,$18F244)
[Sign_Sword]金のおたま[END]
","//Text $1B0B50
#WRITE(ptr,$18F244)
[Sign_Sword]Gold Ladle[END]
"
"//Text $1B0B10
#WRITE(ptr,$18F248)
金持ちの証し！金製のおたま。[LINE]
調理道具というより飾り用。[LINE]
[END]
","//Text $1B0B10
#WRITE(ptr,$18F248)
A ladle made of gold, to flex your[LINE]
Gald. Disclaimer: Not for cooking.[LINE]
[END]
"
"//Text $1B0AF0
#WRITE(ptr,$18F280)
[Sign_Sword]ファナティックおたま[END]
","//Text $1B0AF0
#WRITE(ptr,$18F280)
[Sign_Sword]Fanatic Ladle[END]
"
"//Text $1B0A98
#WRITE(ptr,$18F284)
熱狂的な料理ファンのための[LINE]
究極のおたま。実際に[LINE]
料理が美味しくなるかどうかは不明。[END]
","//Text $1B0A98
#WRITE(ptr,$18F284)
An unrivaled ladle for cooking enthusiasts![LINE]
I'm not certain it will make your food taste[LINE]
any better...[END]
"
"//Text $1B0A88
#WRITE(ptr,$18F2BC)
[Sign_Sword]にんじん[END]
","//Text $1B0A88
#WRITE(ptr,$18F2BC)
[Sign_Sword]Carrot[END]
"
"//Text $1B0A38
#WRITE(ptr,$18F2C0)
カロテンを豊富に含むにんじん。[LINE]
バターや油で調理すると[LINE]
吸収が促進される。[END]
","//Text $1B0A38
#WRITE(ptr,$18F2C0)
Carrots are rich in carotene.[LINE]
Absorbtion is improved if you[LINE]
cook it in butter or oil.[END]
"
