"Japanese","English"
"//Text $1AE920
#WRITE(ptr,$18CCBC)
生薬として使われる植物。[LINE]
「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE920
#WRITE(ptr,$18CCBC)
Plant used as a natural remedy.[LINE]
A support item for mixing. [END]
"
"//Text $1AE908
#WRITE(ptr,$18CCD4)
[Sign_Box]エンデュアの実[END]
","//Text $1AE908
#WRITE(ptr,$18CCD4)
[Sign_Box]Enduro Fruit[END]
"
"//Text $1AE8B8
#WRITE(ptr,$18CCD8)
料理に香味を加えるとともに[LINE]
消化も助ける。「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE8B8
#WRITE(ptr,$18CCD8)
Adds flavor to cooking and helps[LINE]
with digestion. A support item for[LINE]
mixing.[END]
"
"//Text $1AE8A0
#WRITE(ptr,$18CCF0)
[Sign_Box]ニューマの実[END]
","//Text $1AE8A0
#WRITE(ptr,$18CCF0)
[Sign_Box]Pneumafruit[END]
"
"//Text $1AE848
#WRITE(ptr,$18CCF4)
肉や魚を保存するときに使う[LINE]
スパイスの一種。「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE848
#WRITE(ptr,$18CCF4)
A spice that is sometimes used[LINE]
in preservation of meat and fish.[LINE]
A support item for mixing.[END]
"
"//Text $1AE838
#WRITE(ptr,$18CD0C)
[Sign_Box]トーチの実[END]
","//Text $1AE838
#WRITE(ptr,$18CD0C)
[Sign_Box]Torchfruit[END]
"
"//Text $1AE7E0
#WRITE(ptr,$18CD10)
特有の芳香をもち、香料や薬として[LINE]
使われる。「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE7E0
#WRITE(ptr,$18CD10)
Can be used as a spice or[LINE]
medicine due to its aroma.[LINE]
A support item for mixing.[END]
"
"//Text $1AE7C8
#WRITE(ptr,$18CD28)
[Sign_Box]グルームの実[END]
","//Text $1AE7C8
#WRITE(ptr,$18CD28)
[Sign_Box]Gloom Fruit[END]
"
"//Text $1AE780
#WRITE(ptr,$18CD2C)
花の匂いで小動物を誘い捕食する。[LINE]
「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE780
#WRITE(ptr,$18CD2C)
Preys upon small animals it lures.[LINE]
A support item for mixing.[END]
"
"//Text $1AE768
#WRITE(ptr,$18CD44)
[Sign_Box]イクオリの実[END]
","//Text $1AE768
#WRITE(ptr,$18CD44)
[Sign_Box]Icurio Fruit[END]
"
"//Text $1AE718
#WRITE(ptr,$18CD48)
強い香りを放ち、大きな葉をもつ[LINE]
ハーブ。「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE718
#WRITE(ptr,$18CD48)
Herb with strong fragrance.[LINE]
A support item for mixing.[END]
"
"//Text $1AE700
#WRITE(ptr,$18CD60)
[Sign_Box]クウェルの実[END]
","//Text $1AE700
#WRITE(ptr,$18CD60)
[Sign_Box]Quell Fruit[END]
"
"//Text $1AE6B0
#WRITE(ptr,$18CD64)
肉や魚の臭み取りに用いる[LINE]
スパイスの一種。「調合」の[LINE]
サポートタレントアイテム。[END]
","//Text $1AE6B0
#WRITE(ptr,$18CD64)
Spice used to remove the[LINE]
stench from meat and fish.[LINE]
A support item for mixing.[END]
"
"//Text $1AE698
#WRITE(ptr,$18CD7C)
[Sign_Box]むしくいリンゴ[END]
","//Text $1AE698
#WRITE(ptr,$18CD7C)
[Sign_Box]Wormy Apple[END]
"
"//Text $1AE658
#WRITE(ptr,$18CD80)
虫に食われて売り物に[LINE]
ならなくなったリンゴ。[LINE]
食べられません！[END]
","//Text $1AE658
#WRITE(ptr,$18CD80)
An apple that can no longer[LINE]
be sold because bugs ate it.[END]
"
"//Text $1AE640
#WRITE(ptr,$18CD98)
[Sign_Box]くさったモモ[END]
","//Text $1AE640
#WRITE(ptr,$18CD98)
[Sign_Box]Rotten Peach[END]
"
"//Text $1AE600
#WRITE(ptr,$18CD9C)
腐ってヌルヌルするモモ。[LINE]
持っただけで[LINE]
嫌な液体が漏れてくる……[END]
","//Text $1AE600
#WRITE(ptr,$18CD9C)
Slimy to the touch. You'd get coated[LINE]
in gross liquid if touched.[END]
"
"//Text $1AE5F0
#WRITE(ptr,$18CDB4)
[Sign_Box]悪臭の王様[END]
","//Text $1AE5F0
#WRITE(ptr,$18CDB4)
[Sign_Box]Rot Durian[END]
"
"//Text $1AE5B0
#WRITE(ptr,$18CDB8)
腐るぐらいが食べごろ。[LINE]
とは言っても……[LINE]
臭すぎて近寄れません！[END]
","//Text $1AE5B0
#WRITE(ptr,$18CDB8)
They say it's ripe when it looks[LINE]
rotten. Stay away if it stinks.[END]
"
"//Text $1AE5A0
#WRITE(ptr,$18CDD0)
[Sign_Box]怪しげな粉[END]
","//Text $1AE5A0
#WRITE(ptr,$18CDD0)
[Sign_Box]Suspicious Powder[END]
"
"//Text $1AE550
#WRITE(ptr,$18CDD4)
薬として使えそうだが[LINE]
どうみても怪しい……[LINE]
捨てる場所はよく考えましょう！[END]
","//Text $1AE550
#WRITE(ptr,$18CDD4)
Looks like it can be used for meds,[LINE]
but definitely looks sketchy. Trash![END]
"
"//Text $1AE540
#WRITE(ptr,$18CDEC)
[Sign_Box]危険な液体[END]
","//Text $1AE540
#WRITE(ptr,$18CDEC)
[Sign_Box]Dangerous Liquid[END]
"
"//Text $1AE4F8
#WRITE(ptr,$18CDF0)
明らかに飲んではいけない色の液体。[LINE]
捨てる場所はよく考えましょう！[LINE]
[END]
","//Text $1AE4F8
#WRITE(ptr,$18CDF0)
A liquid with an unappetizing color.[LINE]
It'd be a good idea to throw it away![END]
"
"//Text $1AE4E0
#WRITE(ptr,$18CE08)
[Sign_Box]ゲル状の物体[END]
","//Text $1AE4E0
#WRITE(ptr,$18CE08)
[Sign_Box]Gross Substance[END]
"
"//Text $1AE498
#WRITE(ptr,$18CE0C)
行ってはいけない方向へ進んだ物質。[LINE]
捨てる場所はよく考えましょう！[LINE]
[END]
","//Text $1AE498
#WRITE(ptr,$18CE0C)
Useless to do anything with this.[LINE]
[LINE]
Better to throw this away![END]
"
"//Text $1AE480
#WRITE(ptr,$18CE24)
[Sign_Box]マジカルアロマ[END]
","//Text $1AE480
#WRITE(ptr,$18CE24)
[Sign_Box]Magical Aroma[END]
"
"//Text $1AE438
#WRITE(ptr,$18CE28)
相手を惑わす不思議な香料。[LINE]
持っている数×１％分[LINE]
お店で割引される。[END]
","//Text $1AE438
#WRITE(ptr,$18CE28)
A mysterious, bewitching incense.[LINE]
Receive a 1% discount at shops[LINE]
for each one that you have.[END]
"
"//Text $1AE420
#WRITE(ptr,$18CE40)
[Sign_Box]サポートハンド[END]
","//Text $1AE420
#WRITE(ptr,$18CE40)
[Sign_Box]Support Hand[END]
"
"//Text $1AE3D8
#WRITE(ptr,$18CE44)
所持数に応じて、[LINE]
ＥＸダンジョン内のみ[LINE]
サポートタレントの時間が短縮！[END]
","//Text $1AE3D8
#WRITE(ptr,$18CE44)
Depending on how many you have,[LINE]
decreases time between Support[LINE]
Talents in the EX Dungeon![END]
"
"//Text $1AE3C0
#WRITE(ptr,$18CE5C)
[Sign_Box]ロートリキッド[END]
","//Text $1AE3C0
#WRITE(ptr,$18CE5C)
[Sign_Box]Red Liquid[END]
"
"//Text $1AE378
#WRITE(ptr,$18CE60)
変な臭いのする謎の赤色液体。[LINE]
何かの薬品に[LINE]
重宝されるという噂もある……[END]
","//Text $1AE378
#WRITE(ptr,$18CE60)
A smelly red liquid. Rumored[LINE]
to be an ingredient for some[LINE]
kind of medicine.[END]"
"//Text $1AE360
#WRITE(ptr,$18CE78)
[Sign_Box]ブラオリキッド[END]
","//Text $1AE360
#WRITE(ptr,$18CE78)
[Sign_Box]Blue Liquid[END]
"
"//Text $1AE318
#WRITE(ptr,$18CE7C)
変な臭いのする謎の青色液体。[LINE]
何かの薬品に[LINE]
重宝されるという噂もある……[END]
","//Text $1AE318
#WRITE(ptr,$18CE7C)
A smelly blue liquid. Rumored[LINE]
to be an ingredient for some[LINE]
kind of medicine.[END]
"
"//Text $1AE300
#WRITE(ptr,$18CE94)
[Sign_Box]グリューンリキッド[END]
","//Text $1AE300
#WRITE(ptr,$18CE94)
[Sign_Box]Green Liquid[END]
"
"//Text $1AE2B8
#WRITE(ptr,$18CE98)
変な臭いのする謎の緑色液体。[LINE]
何かの薬品に[LINE]
重宝されるという噂もある……[END]
","//Text $1AE2B8
#WRITE(ptr,$18CE98)
A smelly green liquid. Rumored[LINE]
to be an ingredient for some[LINE]
kind of medicine.[END]
"
"//Text $1AE2A0
#WRITE(ptr,$18CEB0)
[Sign_Box]ゲルプリキッド[END]
","//Text $1AE2A0
#WRITE(ptr,$18CEB0)
[Sign_Box]Orange Liquid[END]
"
"//Text $1AE258
#WRITE(ptr,$18CEB4)
変な臭いのする謎の黄色液体。[LINE]
何かの薬品に[LINE]
重宝されるという噂もある……[END]
","//Text $1AE258
#WRITE(ptr,$18CEB4)
A smelly orange liquid. Rumored[LINE]
to be an ingredient for some[LINE]
kind of medicine.[END]
"
"//Text $1AE238
#WRITE(ptr,$18CECC)
[Sign_Box]ヴィオレットリキッド[END]
","//Text $1AE238
#WRITE(ptr,$18CECC)
[Sign_Box]Purple Liquid[END]
"
"//Text $1AE1F0
#WRITE(ptr,$18CED0)
変な臭いのする謎の紫色液体。[LINE]
何かの薬品に[LINE]
重宝されるという噂もある……[END]
","//Text $1AE1F0
#WRITE(ptr,$18CED0)
A smelly purple liquid. Rumored[LINE]
to be an ingredient for some[LINE]
kind of medicine.[END]
"
"//Text $1AE1E0
#WRITE(ptr,$18CEE8)
[Sign_Box]あたり棒[END]
","//Text $1AE1E0
#WRITE(ptr,$18CEE8)
[Sign_Box]Winner[END]
"
"//Text $1AE1B0
#WRITE(ptr,$18CEEC)
ラッキー！ もう１本もらえます。[LINE]
お店にＧＯ！[LINE]
[END]
","//Text $1AE1B0
#WRITE(ptr,$18CEEC)
Lucky! You can get another[LINE]
one. Let's cash it in![LINE]
[END]
"
"//Text $1AE1A0
#WRITE(ptr,$18CF04)
[Sign_Box]はずれ棒[END]
","//Text $1AE1A0
#WRITE(ptr,$18CF04)
[Sign_Box]Loser[END]
"
"//Text $1AE168
#WRITE(ptr,$18CF08)
残念、はずれです。[LINE]
ちゃんとくずかごに捨てましょう。[LINE]
[END]
","//Text $1AE168
#WRITE(ptr,$18CF08)
Shoot! no luck this time. Make[LINE]
sure to recycle it properly.[LINE]
[END]
"
"//Text $1AE150
#WRITE(ptr,$18CF20)
[Sign_Box]エナスフィア[END]
","//Text $1AE150
#WRITE(ptr,$18CF20)
[Sign_Box]Enasphere[END]
"
"//Text $1AE100
#WRITE(ptr,$18CF24)
「�」の文字が見える不思議な球体。[LINE]
全ての「斧」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1AE100
#WRITE(ptr,$18CF24)
A mysterious sphere with ""I"" on it.[LINE]
Only those who know ""axes"" can[LINE]
answer.[END]"
"//Text $1AE0E8
#WRITE(ptr,$18CF3C)
[Sign_Box]ディオスフィア[END]
","//Text $1AE0E8
#WRITE(ptr,$18CF3C)
[Sign_Box]Diosphere[END]
"
"//Text $1AE098
#WRITE(ptr,$18CF40)
「�」の文字が見える不思議な球体。[LINE]
全ての「小弓」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1AE098
#WRITE(ptr,$18CF40)
//Text $1AE098
#WRITE(ptr,$18CF40)
A mysterious sphere with ""II"" on it.[LINE]
Only those who know ""short bows""[LINE]
can answer.[END]"
"//Text $1AE080
#WRITE(ptr,$18CF58)
[Sign_Box]トゥリアスフィア[END]
","//Text $1AE080
#WRITE(ptr,$18CF58)
[Sign_Box]Triasphere[END]
"
"//Text $1AE028
#WRITE(ptr,$18CF5C)
「�」の文字が見える不思議な球体。[LINE]
全ての「ナックル」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1AE028
#WRITE(ptr,$18CF5C)
A mysterious sphere with ""III"" on it.[LINE]
Only those who know ""knuckles"" can[LINE]
answer.[END]"
"//Text $1AE010
#WRITE(ptr,$18CF74)
[Sign_Box]テセラスフィア[END]
","//Text $1AE010
#WRITE(ptr,$18CF74)
[Sign_Box]Tesserasphere[END]
"
"//Text $1ADFC0
#WRITE(ptr,$18CF78)
「�」の文字が見える不思議な球体。[LINE]
全ての「楽器」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADFC0
#WRITE(ptr,$18CF78)
A mysterious sphere with ""IV"" on it.[LINE]
Only those who know ""instruments""[LINE]
can answer.[END]"
"//Text $1ADFA8
#WRITE(ptr,$18CF90)
[Sign_Box]ペンデスフィア[END]
","//Text $1ADFA8
#WRITE(ptr,$18CF90)
[Sign_Box]Pentesphere[END]
"
"//Text $1ADF58
#WRITE(ptr,$18CF94)
「�」の文字が見える不思議な球体。[LINE]
全ての「おたま」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADF58
#WRITE(ptr,$18CF94)
A mysterious sphere with ""V"" on it.[LINE]
Only those who know ""ladles"" can[LINE]
answer.[END]"
"//Text $1ADF40
#WRITE(ptr,$18CFAC)
[Sign_Box]エクシスフィア[END]
","//Text $1ADF40
#WRITE(ptr,$18CFAC)
[Sign_Box]Exisphere[END]
"
"//Text $1ADEE8
#WRITE(ptr,$18CFB0)
「�」の文字が見える不思議な球体。[LINE]
全ての「アーマー」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADEE8
#WRITE(ptr,$18CFB0)
A mysterious sphere with ""VI"" on it.[LINE]
Only those who know ""armors"" can[END]
answer.[END]"
"//Text $1ADED0
#WRITE(ptr,$18CFC8)
[Sign_Box]エプタスフィア[END]
","//Text $1ADED0
#WRITE(ptr,$18CFC8)
[Sign_Box]Eptasphere[END]
"
"//Text $1ADE78
#WRITE(ptr,$18CFCC)
「�」の文字が見える不思議な球体。[LINE]
全ての「プレート」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADE78
#WRITE(ptr,$18CFCC)
A mysterious sphere with ""VII"" on it.[LINE]
Only those who know ""plates"" can[LINE]
answer.[END]"
"//Text $1ADE60
#WRITE(ptr,$18CFE4)
[Sign_Box]オクトスフィア[END]
","//Text $1ADE60
#WRITE(ptr,$18CFE4)
[Sign_Box]Oktosphere[END]
"
"//Text $1ADE10
#WRITE(ptr,$18CFE8)
「�」の文字が見える不思議な球体。[LINE]
全ての「ウェア」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADE10
#WRITE(ptr,$18CFE8)
A mysterious sphere with ""VIII"" on it.[LINE]
Only those who know ""wear"" can answer.[END]
"
"//Text $1ADDF8
#WRITE(ptr,$18D000)
[Sign_Box]エンネアスフィア[END]
","//Text $1ADDF8
#WRITE(ptr,$18D000)
[Sign_Box]Eneasphere[END]
"
"//Text $1ADDA0
#WRITE(ptr,$18D004)
「�」の文字が見える不思議な球体。[LINE]
全ての「クローク」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADDA0
#WRITE(ptr,$18D004)
A mysterious sphere with ""IX"" on it.[LINE]
Only those who know ""cloaks"" can[LINE]
answer.[END]"
"//Text $1ADD88
#WRITE(ptr,$18D01C)
[Sign_Box]デカスフィア[END]
","//Text $1ADD88
#WRITE(ptr,$18D01C)
[Sign_Box]Dekasphere[END]
"
"//Text $1ADD38
#WRITE(ptr,$18D020)
「�」の文字が見える不思議な球体。[LINE]
全ての「ローブ」を知りし者のみ[LINE]
答えを知る。[END]
","//Text $1ADD38
#WRITE(ptr,$18D020)
A mysterious sphere with ""X"" on it.[LINE]
Only those who know ""robes"" can[LINE]
answer.[END]"
"//Text $1ADD28
#WRITE(ptr,$18D038)
[Sign_Box]まんぼう[END]
","//Text $1ADD28
#WRITE(ptr,$18D038)
[Sign_Box]Sunfish[END]
"
"//Text $1ADCE0
#WRITE(ptr,$18D03C)
まんぼう…… 所持数に応じて[LINE]
リリスのまんぼう戦吼の威力が[LINE]
アップ！[END]
","//Text $1ADCE0
#WRITE(ptr,$18D03C)
A Sunfish...The more of these[LINE]
you have, the stronger Lilith's[LINE]
Sunfish Screech gets![END]
"
"//Text $1ADCC8
#WRITE(ptr,$18D054)
[Sign_Box]フェザーワッペン[END]
","//Text $1ADCC8
#WRITE(ptr,$18D054)
[Sign_Box]Feather Badge[END]
"
"//Text $1ADC88
#WRITE(ptr,$18D058)
羽の紋様が入ったワッペン。[LINE]
なりふり構わず英雄になりたくなる。[LINE]
[END]
","//Text $1ADC88
#WRITE(ptr,$18D058)
A badge with a feather pattern.[LINE]
It makes everyone feel like a hero.[LINE]
[END]
"
"//Text $1ADC70
#WRITE(ptr,$18D070)
[Sign_Box]丸いペンダント[END]
","//Text $1ADC70
#WRITE(ptr,$18D070)
[Sign_Box]Round Pendant[END]
"
"//Text $1ADC28
#WRITE(ptr,$18D074)
誰かが落としたと思われる[LINE]
ペンダント。[LINE]
時をかけるとかかけないとか……[END]
","//Text $1ADC28
#WRITE(ptr,$18D074)
It looks like someone dropped this pendant.[LINE]
Should we look for the owner?[LINE]
[END]
"
"//Text $1ADC10
#WRITE(ptr,$18D08C)
[Sign_Box]青いスカーフ[END]
","//Text $1ADC10
#WRITE(ptr,$18D08C)
[Sign_Box]Blue Scarf[END]
"
"//Text $1ADBC0
#WRITE(ptr,$18D090)
透き通るような青が美しいスカーフ。[LINE]
身に着けている人は[LINE]
さぞかし心が美しかろう。[END]
","//Text $1ADBC0
#WRITE(ptr,$18D090)
A gorgeous, crystal blue scarf.[LINE]
The person who wears it must[LINE]
have a beautiful heart.[END]
"
"//Text $1ADBA8
#WRITE(ptr,$18D0A8)
[Sign_Box]仮面のようなもの[END]
","//Text $1ADBA8
#WRITE(ptr,$18D0A8)
[Sign_Box]Masklike Object[END]
"
"//Text $1ADB68
#WRITE(ptr,$18D0AC)
仮面のようであって仮面でない？[LINE]
つけてるやつの顔が見たい……[LINE]
[END]
","//Text $1ADB68
#WRITE(ptr,$18D0AC)
It looks like a mask, but isn't one?[LINE]
I want to see the face of its owner...[LINE]
[END]
"
"//Text $1ADB50
#WRITE(ptr,$18D0C4)
[Sign_Box]レッドウイッグ[END]
","//Text $1ADB50
#WRITE(ptr,$18D0C4)
[Sign_Box]Red Wig[END]
"
"//Text $1ADB00
#WRITE(ptr,$18D0C8)
着ける人を選ぶぐらい長いウイッグ。[LINE]
ウイッグとは[LINE]
女性用かつらみたいなものです。[END]
","//Text $1ADB00
#WRITE(ptr,$18D0C8)
A wig so long, it could cover any[LINE]
head. Who should we have wear it?[LINE]
It looks like it's for a woman.[END]
"
"//Text $1ADAE8
#WRITE(ptr,$18D0E0)
[Sign_Box]漆黒のボンボン[END]
","//Text $1ADAE8
#WRITE(ptr,$18D0E0)
[Sign_Box]Black Bonbon[END]
"
"//Text $1ADAA8
#WRITE(ptr,$18D0E4)
悪巧みし放題な黒いボンボン。[LINE]
どこに着けるかはお好みで！[LINE]
[END]
","//Text $1ADAA8
#WRITE(ptr,$18D0E4)
A mischievous black hat. Do[LINE]
you dare don the Bonbon?[LINE]
[END]
"
"//Text $1ADA90
#WRITE(ptr,$18D0FC)
[Sign_Box]巨大ではない人形[END]
","//Text $1ADA90
#WRITE(ptr,$18D0FC)
[Sign_Box]Not-so-huge Doll[END]
"
"//Text $1ADA40
#WRITE(ptr,$18D100)
かわいくはないが憎めない人形。[LINE]
おなかを押すと[LINE]
「ドスッ」と鈍い音がする。[END]
","//Text $1ADA40
#WRITE(ptr,$18D100)
This doll may not be cute, but it's still[LINE]
lovable. When you press its tummy, it[LINE]
makes a sound like a dull thud.[END]
"
"//Text $1ADA28
#WRITE(ptr,$18D118)
[Sign_Box]火を噴く人形[END]
","//Text $1ADA28
#WRITE(ptr,$18D118)
[Sign_Box]Mieu Doll[END]
"
"//Text $1AD9E0
#WRITE(ptr,$18D11C)
おなかを押すと、[LINE]
火を噴く危険な人形。[LINE]
なぜだか蹴飛ばしたくなる……[END]
","//Text $1AD9E0
#WRITE(ptr,$18D11C)
A dangerous doll that spews fire[LINE]
when you press its tummy. Urge.[LINE]
To kick! RISING![END]
"
"//Text $1AD9C8
#WRITE(ptr,$18D134)
[Sign_Box]みごとな弁髪[END]
","//Text $1AD9C8
#WRITE(ptr,$18D134)
[Sign_Box]Superb Braid[END]
"
"//Text $1AD980
#WRITE(ptr,$18D138)
便利！ 取り外し可！ 自己発育！[LINE]
１６個のまりもが生み出す[LINE]
ハーモニー！[END]
","//Text $1AD980
#WRITE(ptr,$18D138)
Convenient! Removable! Grows on its[LINE]
own! Created by the one and only[LINE]
Marimo! Harmony![END]
"
"//Text $1AD968
#WRITE(ptr,$18D150)
[Sign_Box]高そうな王冠[END]
","//Text $1AD968
#WRITE(ptr,$18D150)
[Sign_Box]Pricey Crown[END]
"
"//Text $1AD930
#WRITE(ptr,$18D154)
いかにも高そうな王冠。[LINE]
頭の上にどうやって載せるのか？[LINE]
[END]
","//Text $1AD930
#WRITE(ptr,$18D154)
A very expensive looking crown.[LINE]
How are you supposed to wear it?[LINE]
[END]
"
"//Text $1AD920
#WRITE(ptr,$18D16C)
[Sign_Box]くずレンズ[END]
","//Text $1AD920
#WRITE(ptr,$18D16C)
[Sign_Box]Scrap Lens[END]
"
"//Text $1AD8D8
#WRITE(ptr,$18D170)
レンズの欠片。使い道はないが[LINE]
一応引き取ってもらえる。[LINE]
換金アイテム。[END]
","//Text $1AD8D8
#WRITE(ptr,$18D170)
The useless remnants of a Lens.[LINE]
There's no use for it, but at least[LINE]
you can sell it.[END]
"
"//Text $1AD8C0
#WRITE(ptr,$18D188)
[Sign_Box]レンズの結晶[END]
","//Text $1AD8C0
#WRITE(ptr,$18D188)
[Sign_Box]Crystal Lens[END]
"
"//Text $1AD870
#WRITE(ptr,$18D18C)
加工されていないレンズの結晶。[LINE]
非常に珍しいので高値で売れる[LINE]
換金アイテム。[END]
","//Text $1AD870
#WRITE(ptr,$18D18C)
An unrefined Lens. It's very[LINE]
rare, so it sells for a lot of[LINE]
gald.[END]
"
"//Text $1AD860
#WRITE(ptr,$18D1A4)
[Sign_Box]石ころ[END]
","//Text $1AD860
#WRITE(ptr,$18D1A4)
[Sign_Box]Pebble[END]
"
"//Text $1AD818
#WRITE(ptr,$18D1A8)
１ガルドを笑う者は１ガルドに泣く。[LINE]
一応１ガルドで売れる換金アイテム。[LINE]
[END]
","//Text $1AD818
#WRITE(ptr,$18D1A8)
A Gald saved is a Gald earned.[LINE]
So, sell this pebble for a Gald.[LINE]
[END]
"
"//Text $1AD808
#WRITE(ptr,$18D1C0)
[Sign_Box]天地鉱[END]
","//Text $1AD808
#WRITE(ptr,$18D1C0)
[Sign_Box]Aeth'er Ore[END]
"
"//Text $1AD7C0
#WRITE(ptr,$18D1C4)
天地戦争時代の建物に[LINE]
使用されていたとされる鉱石。[LINE]
換金アイテム。[END]
","//Text $1AD7C0
#WRITE(ptr,$18D1C4)
During the Aeth'er War, this ore[LINE]
was often used in construction.[LINE]
It sells for a high price.[END]
"
"//Text $1AD7B0
#WRITE(ptr,$18D1DC)
[Sign_Box]金香草[END]
","//Text $1AD7B0
#WRITE(ptr,$18D1DC)
[Sign_Box]Golden Grass[END]
"
"//Text $1AD768
#WRITE(ptr,$18D1E0)
金の香りがする雑草。[LINE]
金に対する執着心がよく分かる一品。[LINE]
換金アイテム。[END]
","//Text $1AD768
#WRITE(ptr,$18D1E0)
Grass that smells like gold. Are you[LINE]
really that obsessed with gold? Sell[LINE]
it for some Gald already![END]
"
"//Text $1AD758
#WRITE(ptr,$18D1F8)
[Sign_Box]隕石の欠片[END]
","//Text $1AD758
#WRITE(ptr,$18D1F8)
[Sign_Box]Meteorite[END]
"
"//Text $1AD710
#WRITE(ptr,$18D1FC)
天地戦争の発端たる隕石の欠片……[LINE]
ということにして売れる[LINE]
換金アイテム。[END]
","//Text $1AD710
#WRITE(ptr,$18D1FC)
A piece of the meteor that sparked[LINE]
the Aeth'er War...... Bet you could[LINE]
sell it...[END]
"
"//Text $1AD6F8
#WRITE(ptr,$18D214)
[Sign_8]ポイズンマテリアル[END]
","//Text $1AD6F8
#WRITE(ptr,$18D214)
[Sign_8]Poison Material[END]
"
"//Text $1AD6A8
#WRITE(ptr,$18D218)
リライズで、ＨＰが減少していく[LINE]
状態異常「熱毒」を防止する宝石に[LINE]
変化する。[END]
","//Text $1AD6A8
#WRITE(ptr,$18D218)
Rerise into a gem that prevents[LINE]
[Poison], a status ailment that[LINE]
reduces HP over time.[END]
"
"//Text $1AD690
#WRITE(ptr,$18D230)
[Sign_8]スリープマテリアル[END]
","//Text $1AD690
#WRITE(ptr,$18D230)
[Sign_8]Sleep Material[END]
"
"//Text $1AD648
#WRITE(ptr,$18D234)
リライズで、行動不能になる[LINE]
状態異常「睡眠」を防止する宝石に[LINE]
変化する。[END]
","//Text $1AD648
#WRITE(ptr,$18D234)
Rerise into a gem that prevents[LINE]
[Sleep], a status ailment that[LINE]
renders you unable to act.[END]
"
"//Text $1AD630
#WRITE(ptr,$18D24C)
[Sign_8]ストーンマテリアル[END]
","//Text $1AD630
#WRITE(ptr,$18D24C)
[Sign_8]Stone Material[END]
"
"//Text $1AD5E8
#WRITE(ptr,$18D250)
リライズで、行動不能になる[LINE]
状態異常「石化」を防止する宝石に[LINE]
変化する。[END]
","//Text $1AD5E8
#WRITE(ptr,$18D250)
Rerise into a gem that prevents[LINE]
[Petrify], a status ailment that[LINE]
renders you unable to act.[END]
"
"//Text $1AD5C8
#WRITE(ptr,$18D268)
[Sign_8]ウェイストマテリアル[END]
","//Text $1AD5C8
#WRITE(ptr,$18D268)
[Sign_8]Waste Material[END]
"
"//Text $1AD578
#WRITE(ptr,$18D26C)
リライズで、ＣＣの回復が遅くなる[LINE]
状態異常「衰弱」を防止する宝石に[LINE]
変化する。[END]
","//Text $1AD578
#WRITE(ptr,$18D26C)
Rerise into a gem that prevents[LINE]
[Weak], a status ailment that[LINE]
slows CC recovery.[END]
"
"//Text $1AD560
#WRITE(ptr,$18D284)
[Sign_8]パラライマテリアル[END]
","//Text $1AD560
#WRITE(ptr,$18D284)
[Sign_8]Paralyze Material[END]
"
"//Text $1AD518
#WRITE(ptr,$18D288)
リライズで、行動時に痺れる[LINE]
状態異常「マヒ」を防止する宝石に[LINE]
変化する。[END]
","//Text $1AD518
#WRITE(ptr,$18D288)
Rerise into a gem that prevents[LINE]
[Paralyze], a status ailment that[LINE]
paralyzes you when you take action.[END]
"
"//Text $1AD500
#WRITE(ptr,$18D2A0)
[Sign_8]シールマテリアル[END]
","//Text $1AD500
#WRITE(ptr,$18D2A0)
[Sign_8]Seal Material[END]
"
"//Text $1AD4B0
#WRITE(ptr,$18D2A4)
リライズで、術技が使用不可になる[LINE]
状態異常「封印」を防止する宝石に[LINE]
変化する。[END]
","//Text $1AD4B0
#WRITE(ptr,$18D2A4)
Rerise into a gem that prevents[LINE]
[Seal], a status ailment that[LINE]
prevents the use of artes.[END]
"
"//Text $1AD498
#WRITE(ptr,$18D2BC)
[Sign_8]フレアマテリアル[END]
","//Text $1AD498
#WRITE(ptr,$18D2BC)
[Sign_8]Flare Material[END]
"
"//Text $1AD440
#WRITE(ptr,$18D2C0)
リライズで、火属性ダメージを半減[LINE]
できる「火属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD440
#WRITE(ptr,$18D2C0)
Rerise into a gem that reduces[LINE]
[Sign_Fire] damage by half.[LINE]
[END]
"
"//Text $1AD428
#WRITE(ptr,$18D2D8)
[Sign_8]アクアマテリアル[END]
","//Text $1AD428
#WRITE(ptr,$18D2D8)
[Sign_8]Aqua Material[END]
"
