"Japanese","English"
"//Text $1A8EE8
#WRITE(ptr,$18C110)
ピンク色の体毛を持つ、リス科の小動物。[LINE]
突然変異によってしか発生しない希少種で、[LINE]
滑空する姿を見ると恋愛が成就するという。[END]
","//Text $1A8EE8
#WRITE(ptr,$18C110)
Squirrel with pink fur. A rare mutated[LINE]
species, said to grant true love to any[LINE]
who witness it gliding.[END]"
"//Text $1A8E78
#WRITE(ptr,$18C114)
ノイシュタットの周辺では若者に人気の[LINE]
希少動物が存在するという。[LINE]
目立つ姿をしているからすぐわかるらしい。[END]
","//Text $1A8E78
#WRITE(ptr,$18C114)
There's a creature near Neustadt that's said to be[LINE]
a hit with young men. It should be easy enough[LINE]
to identify upon spotting it.[END]
"
"//Text $1A8E68
#WRITE(ptr,$18C128)
ダンゴヤガニ[END]
","//Text $1A8E68
#WRITE(ptr,$18C128)
Dango Crab[END]
"
"//Text $1A8DF8
#WRITE(ptr,$18C12C)
砂の中の微生物を食べる姿がダンゴを[LINE]
作っているように見える小型のカニ。[LINE]
小ぶりだが、しっかりとしたダシがとれる。[END]
","//Text $1A8DF8
#WRITE(ptr,$18C12C)
Small crab that seems to be making[LINE]
dangos while feeding. Small,[LINE]
but makes a nice soup base.[END]"
"//Text $1A8D90
#WRITE(ptr,$18C130)
ノイシュタットの近くの海岸ではスープや[LINE]
鍋料理に大活躍の食材となる動物がたくさん[LINE]
棲息しているそうだ。[END]
","//Text $1A8D90
#WRITE(ptr,$18C130)
There seems to be a prolific creature[LINE]
on the shores near Neustadt that[LINE]
makes an excellent ingredient.[END]
"
"//Text $1A8D88
#WRITE(ptr,$18C144)
鳴き砂[END]
","//Text $1A8D88
#WRITE(ptr,$18C144)
Singing Sand[END]
"
"//Text $1A8D18
#WRITE(ptr,$18C148)
砂に含まれる石英の粒がこすれあうと[LINE]
微妙なガラス質の音を奏でる砂浜。[LINE]
砂が汚れてしまうと音がでなくなってしまう。[END]
","//Text $1A8D18
#WRITE(ptr,$18C148)
Sandy beach that produces a strange glassy sound[LINE]
due to the movement of small quartz particles[LINE]
mixed into the sand. Remains silent if dirtied.[END]"
"//Text $1A8CB8
#WRITE(ptr,$18C14C)
リーネの村の周辺の海岸では、恵まれた[LINE]
自然が奏でるかわいい音楽が聞ける場所が[LINE]
あるという。[END]
","//Text $1A8CB8
#WRITE(ptr,$18C14C)
It seems there's a beach near Lienea where[LINE]
a tune can be heard amid the abounding[LINE]
natural beauty.[END]
"
"//Text $1A8CA8
#WRITE(ptr,$18C160)
ウミハイギョ[END]
","//Text $1A8CA8
#WRITE(ptr,$18C160)
Ocean Lungfish[END]
"
"//Text $1A8C40
#WRITE(ptr,$18C164)
三つの対になる外エラを持ち、肺で呼吸し、[LINE]
餌はきちんと噛まないと気が済まないという[LINE]
海に棲む古代魚。[END]
","//Text $1A8C40
#WRITE(ptr,$18C164)
Ancient fish that eats and breathes air[LINE]
with its three pair of external gills.[LINE]
[END]"
"//Text $1A8BD0
#WRITE(ptr,$18C168)
漁師たちの間でおかしな生物の目撃情報が[LINE]
多発しているらしいが、情報が錯そうして[LINE]
海にいる事しか分からないそうだ。[END]
","//Text $1A8BD0
#WRITE(ptr,$18C168)
There seem to be many eyewitness reports from[LINE]
fisherman of a strange creature, but the only[LINE]
thing they agree on is that it's from the sea.[END]
"
"//Text $1A8BC0
#WRITE(ptr,$18C17C)
ピタピタヤ[END]
","//Text $1A8BC0
#WRITE(ptr,$18C17C)
Draglue Fruit[END]
"
"//Text $1A8B48
#WRITE(ptr,$18C180)
年間を通して採取できるサボテンの実。[LINE]
カルバレイス地方では、乾くと強力に固まる[LINE]
果汁が接着剤として利用されている。[END]
","//Text $1A8B48
#WRITE(ptr,$18C180)
Cactus fruit that can be picked year round.[LINE]
In Calvalese its juices are used as a[LINE]
powerful adhesive.[END]"
"//Text $1A8AE8
#WRITE(ptr,$18C184)
ジャンクランドの周辺に住人に重宝されて[LINE]
いる接着剤の原料となる植物が自生している[LINE]
らしい。[END]
","//Text $1A8AE8
#WRITE(ptr,$18C184)
There seems to be a plant that grows near Junkland[LINE]
that the citizens fashion into a glue[LINE]
[END]
"
"//Text $1A8AD0
#WRITE(ptr,$18C198)
カルビオラビオラ[END]
","//Text $1A8AD0
#WRITE(ptr,$18C198)
Calviola Viola[END]
"
"//Text $1A8A60
#WRITE(ptr,$18C19C)
カルビオラに生息する耐乾性一年草。[LINE]
草丈と花径が小さく、乾燥に強い。[LINE]
花言葉は「私の事を想ってください」。[END]
","//Text $1A8A60
#WRITE(ptr,$18C19C)
Drought-resistant annual plant found in Calviola.[LINE]
Short in height with small-sized flowers. In the[LINE]
language of flowers it means ""Please think of me.""[END]"
"//Text $1A8A08
#WRITE(ptr,$18C1A0)
カルビオラの辺りには、片想いの人に告白の[LINE]
代わりとして手渡す花が咲いているそうだ。[LINE]
[END]
","//Text $1A8A08
#WRITE(ptr,$18C1A0)
It seems there's a flower that blooms near Calviola[LINE]
that's given in place of confessions.[LINE]
[END]
"
"//Text $1A89F8
#WRITE(ptr,$18C1B4)
雪見サケ[END]
","//Text $1A89F8
#WRITE(ptr,$18C1B4)
Snowplow Salmon[END]
"
"//Text $1A89A0
#WRITE(ptr,$18C1B8)
雪が降る冷たい川をのぼり、産卵をする鮭。[LINE]
凍った川を硬い口先で砕いて進む姿は圧巻。[LINE]
[END]
","//Text $1A89A0
#WRITE(ptr,$18C1B8)
Salmon that travels up cold and snowy rivers to[LINE]
lay its eggs. It cuts a striking figure as it breaks[LINE]
through frozen rivers with its stiff snout.[END]"
"//Text $1A8948
#WRITE(ptr,$18C1BC)
ファンダリアとセインガルドを隔てている[LINE]
川では、根性のある魚を見る事ができる[LINE]
らしい。[END]
","//Text $1A8948
#WRITE(ptr,$18C1BC)
There's apparently a fish with a real steel will[LINE]
that can be found in the river between[LINE]
Seinegald and Phandaria.[END]
"
"//Text $1A8938
#WRITE(ptr,$18C1D0)
古代の都市遺跡[END]
","//Text $1A8938
#WRITE(ptr,$18C1D0)
Ancient City Ruins[END]
"
"//Text $1A88D0
#WRITE(ptr,$18C1D4)
ベルクラントの砲撃でできたクレーターに[LINE]
出現した古代の都市遺跡。[LINE]
その姿にロマンを感じずにはいられない。[END]
","//Text $1A88D0
#WRITE(ptr,$18C1D4)
Ancient city ruins that appeared in a[LINE]
crater formed by Belcrant's bombardment.[LINE]
Smells of adventure.[END]"
"//Text $1A8870
#WRITE(ptr,$18C1D8)
ベルクラントの砲撃でできたクレーターに[LINE]
よって、地中に埋もれていた芸術品が出現[LINE]
したそうだ。[END]
","//Text $1A8870
#WRITE(ptr,$18C1D8)
Something incredible has apparently been[LINE]
unearthed by the bombardment from Belcrant.[LINE]
[END]
"
"//Text $1A8860
#WRITE(ptr,$18C1EC)
巨大木馬[END]
","//Text $1A8860
#WRITE(ptr,$18C1EC)
Great Wooden Horse[END]
"
"//Text $1A8808
#WRITE(ptr,$18C1F0)
５０人ほどの人間が中に入る事ができる[LINE]
木でできた巨大な馬の像。[LINE]
何に使われたのかは不明。[END]
","//Text $1A8808
#WRITE(ptr,$18C1F0)
Giant wooden horse that can fit[LINE]
up to 50 people within it.[LINE]
Its purpose is unknown.[END]"
"//Text $1A87A8
#WRITE(ptr,$18C1F4)
ノイシュタットの辺りには、何に使われた[LINE]
のかがわからない、不思議な木製の像が[LINE]
あるらしい。[END]
","//Text $1A87A8
#WRITE(ptr,$18C1F4)
There seems to be a strange wooden figure[LINE]
near Neustadt with an unknown purpose.[LINE]
[END]
"
"//Text $1A8798
#WRITE(ptr,$18C208)
黄金の仮面[END]
","//Text $1A8798
#WRITE(ptr,$18C208)
Golden Mask[END]
"
"//Text $1A8740
#WRITE(ptr,$18C20C)
高さ６０センチ、幅１１０センチの黄金で[LINE]
作られた仮面。[LINE]
合金の羽が９０枚ついている。[END]
","//Text $1A8740
#WRITE(ptr,$18C20C)
A mask made of gold measuring 60cm by 110cm.[LINE]
Adorned with 90 metallic feathers.[LINE]
[END]"
"//Text $1A86C8
#WRITE(ptr,$18C210)
リーネの村の近くで、チカチカと点滅する[LINE]
のを見た人がいるというが、残念ながら[LINE]
光の正体は見つけられなかったという。[END]
","//Text $1A86C8
#WRITE(ptr,$18C210)
It's said that a flickering light was spotted near[LINE]
Lienea, but its source was unfortunately not found.[LINE]
[END]
"
"//Text $1A86B8
#WRITE(ptr,$18C224)
ギリギリス[END]
","//Text $1A86B8
#WRITE(ptr,$18C224)
Quick Cricket[END]
"
"//Text $1A8650
#WRITE(ptr,$18C228)
エサを食べ続けていないと死んでしまう虫。[LINE]
オスは交尾後、メスは卵を産むとすぐに[LINE]
はかない命を終える。[END]
","//Text $1A8650
#WRITE(ptr,$18C228)
Insect that will perish unable to feed continually.[LINE]
The life of males end upon mating, the life of[LINE]
females upon laying their eggs.[END]"
"//Text $1A85F8
#WRITE(ptr,$18C22C)
アンスズーンの周辺には、命の大切さと[LINE]
はかなさを体現する健気な昆虫がいる[LINE]
らしい。[END]
","//Text $1A85F8
#WRITE(ptr,$18C22C)
It seems there's an insect near Deimos that[LINE]
makes you appreciate the fragility of life.[LINE]
[END]
"
"//Text $1A85E8
#WRITE(ptr,$18C240)
ウミンボ[END]
","//Text $1A85E8
#WRITE(ptr,$18C240)
Sea Skater[END]
"
"//Text $1A8598
#WRITE(ptr,$18C244)
波打ち際を波に乗ってスイスイ移動する虫。[LINE]
大波が来ると空を飛んで逃げる。[LINE]
[END]
","//Text $1A8598
#WRITE(ptr,$18C244)
Bug that glides along the waves near beaches.[LINE]
Will fly into the air to escape large waves.[LINE]
[END]"
"//Text $1A8558
#WRITE(ptr,$18C248)
どこかの小島にある海岸には波乗りが[LINE]
得意な昆虫がいるそうだ。[LINE]
[END]
","//Text $1A8558
#WRITE(ptr,$18C248)
There's apparently a bug on an island[LINE]
somewhere that's an exceptional surfer.[LINE]
[END]
"
"//Text $1A8548
#WRITE(ptr,$18C25C)
人頭像群[END]
","//Text $1A8548
#WRITE(ptr,$18C25C)
Head Statues[END]
"
"//Text $1A84C8
#WRITE(ptr,$18C260)
巨大な人の頭の像が散乱している神殿の跡。[LINE]
かつては王族たちの勇姿が祭られていた。[LINE]
王族の肖像の成れの果ては、かなり不気味。[END]
","//Text $1A84C8
#WRITE(ptr,$18C260)
Temple ruins with giant head statues once used[LINE]
to memorialize royalty scattered about. The state[LINE]
of the former rulers is rather ominous.[END]"
"//Text $1A8460
#WRITE(ptr,$18C264)
クレスタの辺りには、この地域に古代文明の[LINE]
存在を証明する遺跡があるという。[LINE]
一見の価値があるそうだ。[END]
","//Text $1A8460
#WRITE(ptr,$18C264)
There's said to be ruins near Cresta[LINE]
that prove the existence of ancient[LINE]
civilizations that are worth visiting.[END]
"
"//Text $1A8450
#WRITE(ptr,$18C278)
掟の石板[END]
","//Text $1A8450
#WRITE(ptr,$18C278)
Tablet of Laws[END]
"
"//Text $1A83D8
#WRITE(ptr,$18C27C)
エメラルドの原石に王の心得が刻まれた秘宝。[LINE]
先の戦乱によってファンダリア王家から[LINE]
消失し、行方がわからなくなっていた。[END]
","//Text $1A83D8
#WRITE(ptr,$18C27C)
Emerald slab engraved with a King's laws.[LINE]
Lost by the Phandarian royal family during[LINE]
the recent chaos.[END]"
"//Text $1A8368
#WRITE(ptr,$18C280)
なぜかはわからないが、イグナシーの[LINE]
近くに、ファンダリア王家から所在が[LINE]
わからなくなっていた宝があるらしい。[END]
","//Text $1A8368
#WRITE(ptr,$18C280)
For some unknown reason, a relic of the[LINE]
Phandarian royal family that went missing[LINE]
seems to have reappeared near Ignasea.[END]
"
"//Text $1A8358
#WRITE(ptr,$18C294)
アマノテカガミ[END]
","//Text $1A8358
#WRITE(ptr,$18C294)
Celestial Hand Mirror[END]
"
"//Text $1A82E0
#WRITE(ptr,$18C298)
光を増幅する石で作られた貴重な手鏡。[LINE]
月明かりでもはっきりと姿を映すため、[LINE]
化粧をしやすいと代々の女王に重宝された。[END]
","//Text $1A82E0
#WRITE(ptr,$18C298)
A precious hand mirror made from a stone[LINE]
that amplifies light. Prized by ancient queens[LINE]
due to its functioning even under moonlight.[END]"
"//Text $1A8288
#WRITE(ptr,$18C29C)
ストレイライズ神殿の近くで、空に向かって[LINE]
かぼそく伸びる、ひとすじの光を見たらしい。[LINE]
[END]
","//Text $1A8288
#WRITE(ptr,$18C29C)
There seems to be a thin beam of light pointing[LINE]
towards the sky near Straylize Temple.[LINE]
[END]
"
"//Text $1A8278
#WRITE(ptr,$18C2B0)
燃える木槌[END]
","//Text $1A8278
#WRITE(ptr,$18C2B0)
Burning Mallet[END]
"
"//Text $1A8220
#WRITE(ptr,$18C2B4)
燃え尽きる事を知らない木槌。[LINE]
使う人間を選ぶかのように、強烈な熱気を[LINE]
発し続ける。[END]
","//Text $1A8220
#WRITE(ptr,$18C2B4)
An unburnable wooden mallet. Releases[LINE]
intense heat for all but its chosen user.[LINE]
[END]"
"//Text $1A81A8
#WRITE(ptr,$18C2B8)
守護竜の制御室があった空中都市の近くで、[LINE]
強烈な熱気を感じたらしいが、暑すぎて[LINE]
近づけず、原因はわからなかったそうだ。[END]
","//Text $1A81A8
#WRITE(ptr,$18C2B8)
There's apparently a blazing heat near the city that[LINE]
held the Lumina Draconis' control center, but the[LINE]
intenseness made ascertaining its origin too difficult.[END]
"
"//Text $1A8198
#WRITE(ptr,$18C2CC)
トザンカ[END]
","//Text $1A8198
#WRITE(ptr,$18C2CC)
Mountaineer's Flower[END]
"
"//Text $1A8140
#WRITE(ptr,$18C2D0)
標高の高い場所でしか咲かない花。[LINE]
花言葉は「アタック！」。[LINE]
山男にはおなじみの植物。[END]
","//Text $1A8140
#WRITE(ptr,$18C2D0)
Flower that only blooms at high elevations.[LINE]
Means ""Attack!"" in the language of flowers.[LINE]
A plant familiar to alpinists.[END]"
"//Text $1A80D8
#WRITE(ptr,$18C2D4)
地上の高原に生えている山男におなじみの[LINE]
植物が、軍事基地だった空中都市の周辺でも[LINE]
見られるらしい。[END]
","//Text $1A80D8
#WRITE(ptr,$18C2D4)
It seems a flower familiar to mountaineers grows[LINE]
near the city that used to be a military base.[LINE]
[END]
"
"//Text $1A80C8
#WRITE(ptr,$18C2E8)
ヌレネズミ[END]
","//Text $1A80C8
#WRITE(ptr,$18C2E8)
Moist Mouse[END]
"
"//Text $1A8070
#WRITE(ptr,$18C2EC)
土砂と共に巻き上げられて外殻で突然変異を[LINE]
起こしたネズミ。[LINE]
長い体毛は常に濡れている。[END]
","//Text $1A8070
#WRITE(ptr,$18C2EC)
Rodent that mutated after being lifted[LINE]
up to the Outer Shell. Its long body hair[LINE]
is constantly wet.[END]"
"//Text $1A8020
#WRITE(ptr,$18C2F0)
ロディオンの周辺には地上で見る事の[LINE]
できない珍しい動物が棲息しているそうだ。[LINE]
[END]
","//Text $1A8020
#WRITE(ptr,$18C2F0)
There seems to be a rare creature that lives near[LINE]
Rodeon that's never been seen before on the surface[LINE]
[END]
"
"//Text $1A8008
#WRITE(ptr,$18C304)
プラチナオオガメ[END]
","//Text $1A8008
#WRITE(ptr,$18C304)
Platinum Turtle[END]
"
"//Text $1A7F90
#WRITE(ptr,$18C308)
プラチナのように輝く甲羅を持つ希少な亀。[LINE]
硬い甲羅と卵が高級装飾品として密漁される[LINE]
ため、種の絶滅が危ぶまれている。[END]
","//Text $1A7F90
#WRITE(ptr,$18C308)
Rare turtle with a shell that shines[LINE]
like platinum. Endangered due to being[LINE]
poached for its tough shell and eggs.[END]"
"//Text $1A7F30
#WRITE(ptr,$18C30C)
海を移動していると、運がよければ絶滅寸前[LINE]
の美しい輝きを放つ動物に遭遇できる事が[LINE]
あるという。[END]
","//Text $1A7F30
#WRITE(ptr,$18C30C)
It seems there's an endangered creature[LINE]
you might encounter while traveling out[LINE]
in the ocean.[END]
"
"//Text $1A7F28
#WRITE(ptr,$18C320)
塩うす[END]
","//Text $1A7F28
#WRITE(ptr,$18C320)
Salt Millstone[END]
"
"//Text $1A7EC0
#WRITE(ptr,$18C324)
海中で絶える事なく塩を出し続けるという[LINE]
不思議な石の臼。[LINE]
海水が塩辛い原因であるといった伝説もある。[END]
","//Text $1A7EC0
#WRITE(ptr,$18C324)
Mysterious millstone that continues to release[LINE]
salt even underwater. Legends say it is the[LINE]
source of the ocean's salty taste.[END]"
"//Text $1A7E70
#WRITE(ptr,$18C328)
海の浅瀬には、おとぎ話のような不思議な[LINE]
ものが落ちている事があるらしい。[LINE]
[END]
","//Text $1A7E70
#WRITE(ptr,$18C328)
There's a mysterious item in the shoals[LINE]
that seems like it's straight from a fairy-tale.[LINE]
[END]
"
"//Text $1A7E60
#WRITE(ptr,$18C33C)
ヒルガエル[END]
","//Text $1A7E60
#WRITE(ptr,$18C33C)
Leech Frog[END]
"
"//Text $1A7E08
#WRITE(ptr,$18C340)
外殻で突然変異を起こした、動物や昆虫の[LINE]
血を吸うカエル。[LINE]
体は小さいが動きは遅い。[END]
","//Text $1A7E08
#WRITE(ptr,$18C340)
Bloodsucking frog that mutated on[LINE]
the Outer Shell. Slow in spite of its[LINE]
small size.[END]"
"//Text $1A7DB0
#WRITE(ptr,$18C344)
ダイクロフトの周辺には危害を加えてくる[LINE]
動物がいるので、注意して歩く必要がある[LINE]
そうだ。[END]
","//Text $1A7DB0
#WRITE(ptr,$18C344)
There's apparently a dangerous creature near[LINE]
Dycroft, so take care when traveling around it.[LINE]
[END]
"
"//Text $1A7D98
#WRITE(ptr,$18C358)
メタンハイドレート[END]
","//Text $1A7D98
#WRITE(ptr,$18C358)
Methane Hydrate[END]
"
"//Text $1A7D20
#WRITE(ptr,$18C35C)
燃えた後には水しか残らない不思議な物質。[LINE]
炎と氷の妖精の愛の結晶という伝説がある。[LINE]
別名は「燃える氷」で、触ると冷たい。[END]
","//Text $1A7D20
#WRITE(ptr,$18C35C)
Curious substance that leaves nothing but water after[LINE]
it's burned. Said to be the child of the fire and ice[LINE]
spirits. Also known as fire ice, it is cold to the touch.[END]"
"//Text $1A7CD0
#WRITE(ptr,$18C360)
どこかの海岸には、炎の妖精と氷の妖精の[LINE]
愛の結晶が発見できる場所があるという。[LINE]
[END]
","//Text $1A7CD0
#WRITE(ptr,$18C360)
They say there's a shore somewhere where the[LINE]
love child of the fire and ice spirits can be found.[LINE]
[END]
"
"//Text $1A7CC0
#WRITE(ptr,$18C374)
ランブートン[END]
","//Text $1A7CC0
#WRITE(ptr,$18C374)
Boarambutan[END]
"
"//Text $1A7C70
#WRITE(ptr,$18C378)
「ランブータン」という果物にそっくりな[LINE]
お尻をしている豚。[LINE]
ブーブーうるさい。[END]
","//Text $1A7C70
#WRITE(ptr,$18C378)
Swine with backsides that look exactly like[LINE]
a rambutan fruit. Very loud and annoying.[LINE]
[END]"
"//Text $1A7C08
#WRITE(ptr,$18C37C)
モリュウの領地には騒いでうるさいが、[LINE]
料理をするととてもおいしい、味な食材と[LINE]
なる動物がいるそうだ。[END]
","//Text $1A7C08
#WRITE(ptr,$18C37C)
There seems to be a rather loud and annoying[LINE]
creature near Moreau that makes for a[LINE]
rather tasty meal.[END]
"
"//Text $1A7BF8
#WRITE(ptr,$18C390)
建国記念碑[END]
","//Text $1A7BF8
#WRITE(ptr,$18C390)
Foundation Stone[END]
"
"//Text $1A7BC0
#WRITE(ptr,$18C394)
セインガルド王国が建国を記念して[LINE]
建立した石碑。[LINE]
[END]
","//Text $1A7BC0
#WRITE(ptr,$18C394)
Stone monument build to celebrate the[LINE]
founding of the Kingdom of Seinegald.[LINE]
[END]"
"//Text $1A7B58
#WRITE(ptr,$18C398)
ダリルシェイドの近くには行商人たちの[LINE]
待ち合わせ場所などの目印として活躍する[LINE]
建造物があるらしい。[END]
","//Text $1A7B58
#WRITE(ptr,$18C398)
It seems there's a structure near Darilsheid[LINE]
that's used as a meeting place between merchants.[LINE]
[END]
"
"//Text $1A7B40
#WRITE(ptr,$18C3AC)
ラッキーキャット[END]
","//Text $1A7B40
#WRITE(ptr,$18C3AC)
Lucky Cat[END]
"
"//Text $1A7AE0
#WRITE(ptr,$18C3B0)
六本の指を持つ珍しい猫。[LINE]
帆船のロープ登りや、船内のネズミ捕りが[LINE]
得意で船乗りに愛されている。[END]
","//Text $1A7AE0
#WRITE(ptr,$18C3B0)
Unusual six-toed cat.[LINE]
Loved by sailors for its[LINE]
mouse-catching prowess.[END]"
"//Text $1A7A98
#WRITE(ptr,$18C3B4)
シデン領地には船乗りたちに愛されている[LINE]
希少な動物がいるそうだ。[LINE]
[END]
","//Text $1A7A98
#WRITE(ptr,$18C3B4)
There's apparently a rare creature near[LINE]
Shiden that's beloved by sailors.[LINE]
[END]
"
"//Text $1A7A88
#WRITE(ptr,$18C3C8)
イライラクサ[END]
","//Text $1A7A88
#WRITE(ptr,$18C3C8)
Rashweed[END]
"
"//Text $1A7A30
#WRITE(ptr,$18C3CC)
茎や葉の表面・葉柄などに刺激性の液を[LINE]
蓄えた刺毛がある多年草。[LINE]
触ると鋭い痛みがある。[END]
","//Text $1A7A30
#WRITE(ptr,$18C3CC)
Perennial plant lined top to bottom[LINE]
with irritant-laced stinging hairs.[LINE]
Sharply painful to the touch.[END]"
"//Text $1A79B0
#WRITE(ptr,$18C3D0)
ある空中都市の周辺には、実験プラントから[LINE]
あふれた危険な植物が自生しているため、[LINE]
気をつけて歩かないと痛い目にあうらしい。[END]
","//Text $1A79B0
#WRITE(ptr,$18C3D0)
It seems great care needs to be taken near[LINE]
a certain city due to plants overflowing from an[LINE]
experimentation plant.[END]
"
"//Text $1A79A0
#WRITE(ptr,$18C3E4)
ハピネスバード[END]
","//Text $1A79A0
#WRITE(ptr,$18C3E4)
Happiness Bird[END]
"
"//Text $1A7940
#WRITE(ptr,$18C3E8)
手にした者を幸せに導くという青い鳥。[LINE]
捕まえて大事にしていても、いつの間にか[LINE]
姿を消してしまう。[END]
","//Text $1A7940
#WRITE(ptr,$18C3E8)
Blue bird said to lead those who obtain it[LINE]
to happiness. Even if captured and taken[LINE]
care of, it will eventually disappear.[END]"
"//Text $1A78C8
#WRITE(ptr,$18C3EC)
技術研究施設のある空中都市の近くには、[LINE]
人々が求めてやまない望みを叶える事が[LINE]
できるという動物が棲息しているそうだ。[END]
","//Text $1A78C8
#WRITE(ptr,$18C3EC)
There is supposedly a creature that lives near[LINE]
a city with a research facility that is said to[LINE]
be able to grant peoples' desires.[END]
"
"//Text $1A7878
#WRITE(ptr,$18A468)
かつて勇名を馳せた船。[LINE]
天地戦争で用いた電撃作戦を再び敢行して[LINE]
外殻に浮上した。[END]
","//Text $1A7878
#WRITE(ptr,$18A468)
A ship once known for its heroics.[LINE]
The ship has resurfaced once again to carry[LINE]
out the blitzkrieg strategy used in the Aeth'er War.[END]"
